Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
2015,3,8,2.5,-7.5,-2.5,0.0,0.0,0.0
2015,3,9,7.5,-2.5,2.5,0.0,0.0,0.0
2015,3,10,5.5,-6.0,-0.3,0.0,0.0,0.0
2015,3,11,8.0,2.0,5.0,0.0,0.0,0.0
2015,3,12,4.5,-3.0,0.8,0.0,0.0,0.0
2015,3,13,5.0,-3.5,0.8,0.0,0.0,0.0
2015,3,14,5.5,-0.5,2.5,0.0,0.0,0.0
2015,3,15,7.0,0.0,3.5,0.0,0.0,0.0
2015,3,16,10.5,-2.0,4.3,1.8,0.0,1.8
2015,3,17,2.5,0.0,1.3,0.0,0.0,0.0
2015,3,18,2.5,-6.5,-2.0,0.0,0.0,0.0
2015,3,19,3.5,-8.5,-2.5,0.0,0.0,0.0
2015,3,20,8.5,-2.5,3.0,4.0,0.0,4.0
2015,3,21,5.5,1.0,3.3,0.0,0.2,0.2
2015,3,22,-1.5,-11.0,-6.3,0.0,0.0,0.0
2015,3,23,-1.0,-12.0,-6.5,0.0,0.0,0.0
2015,3,24,3.5,-10.5,-3.5,0.0,0.0,0.0
2015,3,25,6.5,-5.5,0.5,3.0,0.0,3.0
2015,3,26,6.0,1.0,3.5,0.2,0.0,0.2
2015,3,27,-3.0,-5.0,-4.0,0.0,0.0,0.0
2015,3,28,-1.0,-11.5,-6.3,0.0,0.0,0.0
2015,3,29,7.0,-10.5,-1.8,0.2,0.0,0.2
2015,3,30,7.5,-4.0,1.8,0.0,0.0,0.0
2015,3,31,7.5,-4.0,1.8,0.0,0.0,0.0
2015,4,1,9.5,-5.0,2.3,0.0,0.0,0.0
2015,4,2,16.0,-0.5,7.8,3.2,0.0,3.2
2015,4,3,14.5,1.0,7.8,4.8,0.0,4.8
2015,4,4,5.5,-1.5,2.0,0.0,1.6,1.4
2015,4,5,2.5,-3.5,-0.5,0.0,0.0,0.2
2015,4,6,11.0,-2.0,4.5,0.0,0.0,0.0
2015,4,7,9.5,0.0,4.8,0.8,0.0,0.8
2015,4,8,3.0,1.0,2.0,15.2,0.0,15.2
2015,4,9,12.5,0.5,6.5,14.0,0.0,14.0
2015,4,10,17.5,4.5,11.0,0.0,0.0,0.0
2015,4,11,11.0,2.0,6.5,0.0,0.0,0.0
2015,4,12,18.5,-1.0,8.8,0.0,0.0,0.0
2015,4,13,23.5,3.0,13.3,5.2,0.0,5.2
2015,4,14,18.0,1.5,9.8,0.0,0.0,0.0
2015,4,15,16.0,2.0,9.0,0.0,0.0,0.0
2015,4,16,19.5,1.5,10.5,2.0,0.0,2.0
2015,4,17,22.0,8.0,15.0,0.0,0.0,0.0
2015,4,18,20.0,4.5,12.3,0.0,0.0,0.0
2015,4,19,13.5,3.0,8.3,28.0,0.0,28.0
2015,4,20,17.0,4.0,10.5,2.8,0.0,2.8
2015,4,21,10.5,4.5,7.5,3.8,0.0,3.8
2015,4,22,7.5,1.0,4.3,0.4,0.0,0.4
2015,4,23,2.5,-1.5,0.5,0.0,0.0,0.0
2015,4,24,7.0,-2.5,2.3,0.0,0.0,0.0
2015,4,25,12.0,-2.5,4.8,0.0,0.0,0.0
2015,4,26,12.0,1.0,6.5,0.0,0.0,0.0
2015,4,27,13.5,4.0,8.8,0.0,0.0,0.0
2015,4,28,18.5,4.5,11.5,0.0,0.0,0.0
2015,4,29,20.5,6.5,13.5,0.0,0.0,0.0
2015,4,30,19.5,5.0,12.3,0.0,0.0,0.0
2015,5,1,21.5,6.5,14.0,0.0,0.0,0.0
2015,5,2,22.5,6.0,14.3,0.0,0.0,0.0
2015,5,3,26.0,7.0,16.5,0.0,0.0,0.0
2015,5,4,24.5,10.0,17.3,0.2,0.0,0.2
2015,5,5,18.0,5.0,11.5,0.0,0.0,0.0
2015,5,6,22.5,5.0,13.8,0.0,0.0,0.0
2015,5,7,26.0,7.0,16.5,0.0,0.0,0.0
2015,5,8,29.5,10.0,19.8,3.2,0.0,3.2
2015,5,9,30.0,13.5,21.8,6.0,0.0,6.0
2015,5,10,27.0,16.5,21.8,2.2,0.0,2.2
2015,5,11,22.0,13.0,17.5,5.6,0.0,5.6
2015,5,12,17.0,13.0,15.0,0.0,0.0,0.0
2015,5,13,14.5,5.5,10.0,0.0,0.0,0.0
2015,5,14,18.0,2.5,10.3,0.0,0.0,0.0
2015,5,15,17.5,6.0,11.8,0.6,0.0,0.6
2015,5,16,25.0,11.5,18.3,0.2,0.0,0.2
2015,5,17,25.5,12.0,18.8,0.0,0.0,0.0
2015,5,18,28.0,13.5,20.8,0.0,0.0,0.0
2015,5,19,17.0,12.5,14.8,0.0,0.0,0.0
2015,5,20,17.0,3.0,10.0,0.0,0.0,0.0
2015,5,21,20.5,6.5,13.5,0.0,0.0,0.0
2015,5,22,15.0,6.0,10.5,0.0,0.0,0.0
2015,5,23,23.0,-0.5,11.3,0.0,0.0,0.0
2015,5,24,28.0,11.5,19.8,0.6,0.0,0.6
2015,5,25,27.5,15.0,21.3,0.0,0.0,0.0
2015,5,26,29.0,19.5,24.3,0.0,0.0,0.0
2015,5,27,28.5,19.0,23.8,0.0,0.0,0.0
2015,5,28,26.5,15.0,20.8,0.0,0.0,0.0
2015,5,29,27.0,11.5,19.3,0.0,0.0,0.0
2015,5,30,29.0,16.0,22.5,58.8,0.0,58.8
2015,5,31,13.0,7.0,10.0,12.6,0.0,12.6
2015,6,1,18.5,6.5,12.5,0.0,0.0,0.0
2015,6,2,20.0,6.5,13.3,0.0,0.0,0.0
2015,6,3,20.0,6.0,13.0,0.0,0.0,0.0
2015,6,4,23.5,9.0,16.3,0.0,0.0,0.0
2015,6,5,25.5,12.0,18.8,12.4,0.0,12.4
2015,6,6,19.0,9.5,14.3,0.0,0.0,0.0
2015,6,7,23.0,5.5,14.3,30.0,0.0,30.0
2015,6,8,23.5,16.0,19.8,4.0,0.0,4.0
2015,6,9,23.0,15.5,19.3,0.0,0.0,0.0
2015,6,10,28.0,11.0,19.5,3.8,0.0,3.8
2015,6,11,24.5,13.0,18.8,3.8,0.0,3.8
2015,6,12,17.5,15.0,16.3,8.6,0.0,8.6
2015,6,13,25.0,13.5,19.3,0.0,0.0,0.0
2015,6,14,20.5,14.0,17.3,2.8,0.0,2.8
2015,6,15,27.5,16.5,22.0,15.6,0.0,15.6
2015,6,16,26.5,18.5,22.5,0.0,0.0,0.0
2015,6,17,22.0,13.5,17.8,0.0,0.0,0.0
2015,6,18,26.5,11.0,18.8,0.0,0.0,0.0
2015,6,19,21.5,15.0,18.3,0.0,0.0,0.0
2015,6,20,24.0,8.0,16.0,0.0,0.0,0.0
2015,6,21,27.5,17.0,22.3,0.0,0.0,0.0
2015,6,22,27.5,14.5,21.0,47.4,0.0,47.4
2015,6,23,25.5,17.5,21.5,0.0,0.0,0.0
2015,6,24,26.5,13.0,19.8,0.0,0.0,0.0
2015,6,25,22.5,14.0,18.3,2.8,0.0,2.8
2015,6,26,24.0,13.0,18.5,0.0,0.0,0.0
2015,6,27,18.5,14.5,16.5,33.2,0.0,33.2
2015,6,28,17.5,12.0,14.8,8.2,0.0,8.2
2015,6,29,24.5,14.5,19.5,0.0,0.0,0.0
2015,6,30,19.5,13.0,16.3,0.0,0.0,0.0
2015,7,1,22.5,15.5,19.0,0.0,0.0,0.0
2015,7,2,22.5,12.0,17.3,0.0,0.0,0.0
2015,7,3,24.0,8.0,16.0,0.0,0.0,0.0
2015,7,4,25.5,9.5,17.5,0.0,0.0,0.0
2015,7,5,28.0,13.5,20.8,0.0,0.0,0.0
2015,7,6,27.5,15.0,21.3,0.0,0.0,0.0
2015,7,7,29.0,16.0,22.5,11.0,0.0,11.0
2015,7,8,23.0,12.0,17.5,0.0,0.0,0.0
2015,7,9,24.5,13.0,18.8,0.0,0.0,0.0
2015,7,10,27.5,11.0,19.3,0.0,0.0,0.0
2015,7,11,29.0,14.0,21.5,0.0,0.0,0.0
2015,7,12,28.5,16.0,22.3,0.0,0.0,0.0
2015,7,13,29.0,15.0,22.0,0.0,0.0,0.0
2015,7,14,26.0,18.0,22.0,9.6,0.0,9.6
2015,7,15,22.0,11.5,16.8,0.0,0.0,0.0
2015,7,16,23.5,11.0,17.3,0.0,0.0,0.0
2015,7,17,22.5,14.0,18.3,3.8,0.0,3.8
2015,7,18,31.0,17.0,24.0,0.0,0.0,0.0
2015,7,19,31.5,23.5,27.5,3.0,0.0,3.0
2015,7,20,28.5,14.5,21.5,0.0,0.0,0.0
2015,7,21,25.5,18.5,22.0,0.0,0.0,0.0
2015,7,22,25.5,14.0,19.8,0.0,0.0,0.0
2015,7,23,26.0,12.0,19.0,0.0,0.0,0.0
2015,7,24,29.0,11.0,20.0,0.0,0.0,0.0
2015,7,25,30.5,19.0,24.8,0.0,0.0,0.0
2015,7,26,30.5,16.5,23.5,0.0,0.0,0.0
2015,7,27,32.5,17.0,24.8,0.0,0.0,0.0
2015,7,28,33.0,18.0,25.5,0.0,0.0,0.0
2015,7,29,33.0,18.0,25.5,0.0,0.0,0.0
2015,7,30,30.0,21.0,25.5,0.0,0.0,0.0
2015,7,31,30.5,16.0,23.3,1.2,0.0,1.2
2015,8,1,27.0,16.0,21.5,4.8,0.0,4.8
2015,8,2,29.5,14.0,21.8,13.4,0.0,13.4
2015,8,3,27.0,17.0,22.0,0.0,0.0,0.0
2015,8,4,26.0,17.0,21.5,2.8,0.0,2.8
2015,8,5,23.5,14.0,18.8,0.0,0.0,0.0
2015,8,6,25.0,11.5,18.3,0.0,0.0,0.0
2015,8,7,25.0,13.0,19.0,0.0,0.0,0.0
2015,8,8,23.5,14.0,18.8,0.0,0.0,0.0
2015,8,9,26.0,12.0,19.0,0.0,0.0,0.0
2015,8,10,24.5,12.0,18.3,55.4,0.0,55.4
2015,8,11,25.5,17.5,21.5,0.0,0.0,0.0
2015,8,12,23.0,16.5,19.8,0.0,0.0,0.0
2015,8,13,26.5,10.0,18.3,1.4,0.0,1.4
2015,8,14,27.0,20.5,23.8,0.0,0.0,0.0
2015,8,15,30.5,18.0,24.3,0.0,0.0,0.0
2015,8,16,30.5,17.5,24.0,0.0,0.0,0.0
2015,8,17,32.5,19.5,26.0,0.0,0.0,0.0
2015,8,18,27.0,20.5,23.8,0.4,0.0,0.4
2015,8,19,29.0,19.0,24.0,2.0,0.0,2.0
2015,8,20,26.0,20.5,23.3,11.6,0.0,11.6
2015,8,21,22.5,15.5,19.0,0.0,0.0,0.0
2015,8,22,25.0,10.5,17.8,0.0,0.0,0.0
2015,8,23,25.0,12.0,18.5,1.0,0.0,1.0
2015,8,24,23.5,17.0,20.3,0.2,0.0,0.2
2015,8,25,21.0,14.0,17.5,0.0,0.0,0.0
2015,8,26,20.5,15.0,17.8,0.0,0.0,0.0
2015,8,27,20.5,13.5,17.0,0.0,0.0,0.0
2015,8,28,24.0,9.5,16.8,0.0,0.0,0.0
2015,8,29,25.0,13.0,19.0,0.0,0.0,0.0
2015,8,30,27.0,17.5,22.3,0.0,0.0,0.0
2015,8,31,29.5,18.0,23.8,0.0,0.0,0.0
2015,9,1,29.5,17.5,23.5,0.0,0.0,0.0
2015,9,2,32.0,18.0,25.0,0.0,0.0,0.0
2015,9,3,30.5,21.0,25.8,0.0,0.0,0.0
2015,9,4,28.0,19.0,23.5,0.0,0.0,0.0
2015,9,5,31.0,17.0,24.0,0.0,0.0,0.0
2015,9,6,31.5,18.5,25.0,0.0,0.0,0.0
2015,9,7,35.0,21.5,28.3,0.4,0.0,0.4
2015,9,8,30.0,22.5,26.3,4.6,0.0,4.6
2015,9,9,24.5,20.5,22.5,0.2,0.0,0.2
2015,9,10,24.5,10.0,17.3,0.0,0.0,0.0
2015,9,11,23.5,11.5,17.5,11.8,0.0,11.8
2015,9,12,16.0,11.5,13.8,9.4,0.0,9.4
2015,9,13,16.0,10.5,13.3,2.0,0.0,2.0
2015,9,14,23.5,9.5,16.5,0.0,0.0,0.0
2015,9,15,28.0,10.0,19.0,0.0,0.0,0.0
2015,9,16,28.5,13.0,20.8,0.0,0.0,0.0
2015,9,17,28.5,13.0,20.8,0.0,0.0,0.0
2015,9,18,26.5,14.0,20.3,1.2,0.0,1.2
2015,9,19,24.5,17.0,20.8,29.0,0.0,29.0
2015,9,20,19.5,8.0,13.8,0.0,0.0,0.0
2015,9,21,20.0,8.5,14.3,0.0,0.0,0.0
2015,9,22,23.5,8.0,15.8,0.0,0.0,0.0
2015,9,23,25.5,11.0,18.3,0.0,0.0,0.0
2015,9,24,23.5,13.0,18.3,0.0,0.0,0.0
2015,9,25,22.5,12.5,17.5,0.0,0.0,0.0
2015,9,26,20.5,9.0,14.8,0.0,0.0,0.0
2015,9,27,22.5,10.5,16.5,0.2,0.0,0.2
2015,9,28,21.5,16.0,18.8,0.0,0.0,0.0
2015,9,29,22.0,16.0,19.0,7.0,0.0,7.0
2015,9,30,17.5,10.5,14.0,0.0,0.0,0.0
2015,10,1,15.5,4.0,9.8,0.0,0.0,0.0
2015,10,2,12.5,4.0,8.3,0.0,0.0,0.0
2015,10,3,11.5,5.5,8.5,1.2,0.0,1.2
2015,10,4,15.0,7.5,11.3,0.2,0.0,0.2
2015,10,5,14.5,9.0,11.8,0.0,0.0,0.0
2015,10,6,16.0,12.0,14.0,0.0,0.0,0.0
2015,10,7,21.0,10.0,15.5,0.0,0.0,0.0
2015,10,8,15.0,5.5,10.3,20.4,0.0,20.4
2015,10,9,16.0,9.0,12.5,0.0,0.0,0.0
2015,10,10,16.0,2.0,9.0,0.0,0.0,0.0
2015,10,11,23.5,9.0,16.3,0.0,0.0,0.0
2015,10,12,22.0,9.5,15.8,0.4,0.0,0.4
2015,10,13,15.0,13.0,14.0,0.0,0.0,0.0
2015,10,14,13.5,7.5,10.5,0.0,0.0,0.0
2015,10,15,18.0,3.0,10.5,2.8,0.0,2.8
2015,10,16,12.0,5.0,8.5,2.0,0.0,2.0
2015,10,17,6.0,-1.5,2.3,0.0,0.0,0.0
2015,10,18,6.5,-3.0,1.8,0.0,0.0,0.0
2015,10,19,15.5,-4.0,5.8,0.6,0.0,0.6
2015,10,20,18.0,12.0,15.0,0.6,0.0,0.6
2015,10,21,15.5,8.5,12.0,2.8,0.0,2.8
2015,10,22,16.5,8.5,12.5,0.0,0.0,0.0
2015,10,23,11.5,-1.0,5.3,0.0,0.0,0.0
2015,10,24,17.0,3.0,10.0,11.2,0.0,11.2
2015,10,25,14.0,6.0,10.0,0.2,0.0,0.2
2015,10,26,10.5,0.5,5.5,0.0,0.0,0.0
2015,10,27,11.0,0.5,5.8,19.0,0.0,19.0
2015,10,28,15.0,6.0,10.5,24.8,0.0,24.8
2015,10,29,9.5,6.0,7.8,0.0,0.0,0.0
2015,10,30,10.0,3.0,6.5,0.0,0.0,0.0
2015,10,31,11.5,-2.0,4.8,5.4,0.0,5.4
2015,11,1,15.0,8.0,11.5,0.0,0.0,0.0
2015,11,2,15.5,1.5,8.5,0.0,0.0,0.0
2015,11,3,20.5,6.5,13.5,0.0,0.0,0.0
2015,11,4,19.5,6.5,13.0,0.0,0.0,0.0
2015,11,5,21.5,7.0,14.3,1.4,0.0,1.4
2015,11,6,18.5,13.0,15.8,0.0,0.0,0.0
2015,11,7,12.5,6.5,9.5,0.0,0.0,0.0
2015,11,8,10.5,1.0,5.8,0.0,0.0,0.0
2015,11,9,12.5,-2.5,5.0,0.0,0.0,0.0
2015,11,10,10.0,-0.5,4.8,17.8,0.0,17.8
2015,11,11,12.5,8.0,10.3,3.0,0.0,3.0
2015,11,12,12.5,2.0,7.3,0.2,0.0,0.2
2015,11,13,8.0,5.5,6.8,0.0,0.0,0.0
2015,11,14,5.5,0.5,3.0,0.0,0.0,0.0
2015,11,15,16.0,-1.0,7.5,0.0,0.0,0.0
2015,11,16,12.5,0.5,6.5,0.0,0.0,0.0
2015,11,17,12.0,0.0,6.0,0.0,0.0,0.0
2015,11,18,15.0,5.0,10.0,3.6,0.0,3.6
2015,11,19,16.0,10.5,13.3,0.0,0.0,0.0
2015,11,20,6.5,1.5,4.0,0.0,0.0,0.0
2015,11,21,6.0,-2.5,1.8,4.6,0.0,4.6
2015,11,22,3.5,-0.5,1.5,0.0,0.0,0.0
2015,11,23,3.0,-7.0,-2.0,0.0,0.8,0.6
2015,11,24,5.5,-1.5,2.0,0.0,0.0,0.0
2015,11,25,10.5,-5.0,2.8,0.0,0.0,0.0
2015,11,26,15.5,0.5,8.0,0.4,0.0,0.4
2015,11,27,13.0,4.5,8.8,1.6,0.0,1.6
2015,11,28,2.5,-1.0,0.8,0.0,0.0,0.0
2015,11,29,3.5,-6.5,-1.5,0.0,0.0,0.0
2015,11,30,5.0,-2.0,1.5,0.0,0.0,0.0
2015,12,1,8.5,-1.0,3.8,1.4,0.0,1.4
2015,12,2,8.0,0.5,4.3,0.0,0.0,0.0
2015,12,3,6.5,1.0,3.8,0.0,0.0,0.0
2015,12,4,5.5,3.0,4.3,0.0,0.0,0.0
2015,12,5,8.0,1.0,4.5,0.0,0.0,0.0
2015,12,6,4.5,-2.0,1.3,0.0,0.0,0.0
2015,12,7,5.5,-3.0,1.3,0.0,0.0,0.0
2015,12,8,6.0,2.5,4.3,0.0,0.0,0.0
2015,12,9,11.0,0.5,5.8,0.0,0.0,0.0
2015,12,10,11.5,1.0,6.3,0.0,0.0,0.0
2015,12,11,14.0,8.0,11.0,0.0,0.0,0.0
2015,12,12,9.0,-1.0,4.0,0.0,0.0,0.0
2015,12,13,9.0,4.5,6.8,1.0,0.0,1.0
2015,12,14,13.5,4.0,8.8,6.0,0.0,6.0
2015,12,15,9.0,4.0,6.5,0.8,0.0,0.8
2015,12,16,7.5,0.0,3.8,0.8,0.0,0.8
2015,12,17,9.5,3.0,6.3,0.0,0.0,0.0
2015,12,18,3.0,0.0,1.5,0.0,0.0,0.0
2015,12,19,-1.5,-3.5,-2.5,0.0,0.0,0.0
2015,12,20,6.5,-4.0,1.3,0.2,0.0,0.2
2015,12,21,9.5,1.0,5.3,7.0,0.0,7.0
2015,12,22,13.5,5.5,9.5,0.2,0.0,0.2
2015,12,23,15.5,1.0,8.3,0.4,0.0,0.4
2015,12,24,13.0,10.0,11.5,0.0,0.0,0.0
2015,12,25,10.0,3.5,6.8,0.0,0.0,0.0
2015,12,26,5.5,-2.5,1.5,4.0,0.0,4.0
2015,12,27,4.5,1.0,2.8,0.4,0.0,0.4
2015,12,28,3.0,-7.0,-2.0,12.2,8.5,31.2
2015,12,29,3.5,-8.0,-2.3,1.9,0.0,1.9
2015,12,30,3.5,1.0,2.3,0.0,0.0,0.0
2015,12,31,3.5,0.5,2.0,0.0,0.0,0.0
2016,1,1,1.5,-3.5,-1.0,0.0,2.0,0.8
2016,1,2,1.0,-4.5,-1.8,0.0,0.0,0.0
2016,1,3,1.5,-4.0,-1.3,0.0,0.0,0.0
2016,1,4,-10.5,-15.5,-13.0,0.0,0.0,0.0
2016,1,5,-2.5,-16.5,-9.5,0.0,0.0,0.0
2016,1,6,2.5,-6.0,-1.8,0.0,0.0,0.0
2016,1,7,4.0,-7.5,-1.8,0.0,0.0,0.0
2016,1,8,5.0,-5.0,0.0,6.2,0.0,6.2
2016,1,9,8.0,1.0,4.5,12.4,0.0,12.4
2016,1,10,7.0,-1.0,3.0,10.0,0.2,10.0
2016,1,11,0.5,-9.0,-4.3,0.0,8.8,4.0
2016,1,12,-1.5,-10.5,-6.0,0.0,2.6,0.2
2016,1,13,-6.0,-10.5,-8.3,0.0,0.4,0.4
2016,1,14,-0.5,-9.5,-5.0,0.0,0.6,0.2
2016,1,15,4.0,-4.0,0.0,3.2,0.0,3.2
2016,1,16,2.5,-3.0,-0.3,0.0,0.0,0.0
2016,1,17,-0.5,-6.5,-3.5,0.0,0.2,0.2
2016,1,18,-7.0,-12.0,-9.5,0.0,0.2,0.2
2016,1,19,-3.0,-15.5,-9.3,0.0,0.0,0.0
2016,1,20,-3.5,-5.5,-4.5,0.0,0.0,0.0
2016,1,21,-3.0,-8.0,-5.5,0.0,0.0,0.0
2016,1,22,-1.5,-12.0,-6.8,0.0,0.0,0.0
2016,1,23,-2.5,-11.0,-6.8,0.0,0.0,0.0
2016,1,24,1.0,-11.0,-5.0,0.0,0.0,0.0
2016,1,25,6.0,-2.5,1.8,0.2,0.0,0.2
2016,1,26,6.5,-1.0,2.8,0.0,1.0,0.8
2016,1,27,1.0,-4.0,-1.5,0.0,0.0,0.0
2016,1,28,1.5,-2.0,-0.3,0.0,4.2,1.6
2016,1,29,-2.0,-9.0,-5.5,0.0,0.0,0.0
2016,1,30,5.0,-9.5,-2.3,0.0,0.0,0.0
2016,1,31,10.5,-2.0,4.3,3.6,0.0,3.6
2016,2,1,11.0,1.5,6.3,0.0,0.0,0.0
2016,2,2,7.5,-2.5,2.5,6.8,0.0,6.8
2016,2,3,16.0,-0.5,7.8,0.0,0.0,0.0
2016,2,4,3.5,0.0,1.8,0.0,0.0,0.0
2016,2,5,1.5,-4.0,-1.3,0.0,0.0,0.0
2016,2,6,4.0,-2.0,1.0,0.0,0.0,0.0
2016,2,7,5.5,-3.0,1.3,0.0,0.0,0.0
2016,2,8,3.5,-1.5,1.0,0.0,0.8,1.0
2016,2,9,1.0,-3.0,-1.0,0.0,1.6,2.0
2016,2,10,-3.0,-6.0,-4.5,0.0,0.2,0.0
2016,2,11,-7.5,-18.0,-12.8,0.0,0.0,0.0
2016,2,12,-4.0,-13.0,-8.5,0.0,0.6,0.6
2016,2,13,-17.5,-26.5,-22.0,0.0,0.0,0.0
2016,2,14,-6.0,-25.5,-15.8,0.0,0.0,0.0
2016,2,15,-1.0,-15.0,-8.0,0.0,4.6,5.4
2016,2,16,0.0,-4.0,-2.0,0.0,4.8,1.6
2016,2,17,-0.5,-5.0,-2.8,0.0,0.0,0.0
2016,2,18,-0.5,-18.5,-9.5,0.0,0.0,0.0
2016,2,19,8.5,-12.0,-1.8,1.2,0.0,1.2
2016,2,20,12.5,3.0,7.8,0.0,0.0,0.0
2016,2,21,5.5,1.0,3.3,0.0,0.0,0.0
2016,2,22,1.5,-5.5,-2.0,0.0,0.0,0.0
2016,2,23,2.0,-7.0,-2.5,0.0,1.2,1.8
2016,2,24,2.0,-2.5,-0.3,22.2,1.8,24.0
2016,2,25,0.5,-3.0,-1.3,0.0,0.8,0.8
2016,2,26,-2.5,-11.5,-7.0,0.0,0.0,0.0
2016,2,27,4.5,-6.5,-1.0,0.0,0.0,0.0
2016,2,28,14.0,0.5,7.3,0.0,0.0,0.0
2016,2,29,5.5,-3.0,1.3,0.0,0.6,0.6
2016,3,1,-8.0,-10.0,-9.0,0.0,12.0,12.8
2016,3,2,-4.5,-11.5,-8.0,0.0,0.0,0.0
2016,3,3,-3.5,-11.0,-7.3,0.0,4.2,1.0
2016,3,4,0.5,-9.5,-4.5,0.0,0.0,0.0
2016,3,5,1.5,-8.5,-3.5,0.0,0.0,0.2
2016,3,6,7.0,-11.5,-2.3,0.0,0.0,0.0
2016,3,7,10.5,-1.0,4.8,0.0,0.0,0.0
2016,3,8,14.5,2.0,8.3,0.0,0.0,0.0
2016,3,9,19.0,2.5,10.8,1.4,0.0,1.4
2016,3,10,11.0,7.5,9.3,2.8,0.0,2.8
2016,3,11,9.5,1.0,5.3,0.0,0.0,0.0
2016,3,12,18.0,-3.5,7.3,0.0,0.0,0.0
2016,3,13,9.0,2.5,5.8,11.0,0.0,11.0
2016,3,14,8.0,3.5,5.8,7.0,0.0,7.0
2016,3,15,9.5,6.0,7.8,0.0,0.0,0.0
2016,3,16,13.0,4.0,8.5,3.4,0.0,3.4
2016,3,17,9.5,0.0,4.8,1.4,0.0,1.4
2016,3,18,5.5,2.0,3.8,0.0,0.0,0.0
2016,3,19,4.0,-6.5,-1.3,0.0,0.0,0.0
2016,3,20,4.5,-6.5,-1.0,0.0,0.0,0.0
2016,3,21,4.0,-4.5,-0.3,0.0,0.0,0.0
2016,3,22,6.0,-5.5,0.3,1.4,0.0,1.4
2016,3,23,6.5,-5.75,0.425,1.0499999999999998,0.0,1.0499999999999998
2016,3,24,7.0,-6.0,0.55,0.7,0.0,0.7
2016,3,25,7.5,-6.25,0.675,0.3500000000000001,0.0,0.3500000000000001
2016,3,26,8.0,-6.5,0.8,0.0,0.0,0.0
2016,3,27,7.833333333333333,-4.833333333333333,1.5333333333333334,0.0,0.0,0.0
2016,3,28,7.666666666666667,-3.1666666666666665,2.2666666666666666,0.0,0.0,0.0
2016,3,29,7.5,-1.5,3.0,0.0,0.0,0.0
2016,3,30,12.5,-4.5,4.0,9.0,0.0,9.0
2016,3,31,14.5,5.0,9.8,14.2,0.0,14.2
2016,4,1,9.5,6.5,8.0,0.0,0.0,0.0
2016,4,2,4.5,-1.5,1.5,0.0,0.4,0.2
2016,4,3,-1.5,-8.0,-4.8,0.0,10.6,10.8
2016,4,4,-1.0,-7.0,-4.0,0.0,0.0,0.0
2016,4,5,1.5,-12.0,-5.3,0.0,1.6,1.2
2016,4,6,7.5,-4.0,1.8,7.2,1.2,8.2
2016,4,7,6.5,0.5,3.5,0.0,0.4,0.2
2016,4,8,4.5,-5.0,-0.3,0.0,0.0,0.0
2016,4,9,0.0,-6.0,-3.0,0.0,0.0,0.0
2016,4,10,5.5,-9.0,-1.8,4.2,2.0,7.6
2016,4,11,11.5,-2.0,4.8,1.8,0.0,1.8
2016,4,12,6.5,-1.5,2.5,0.0,0.0,0.0
2016,4,13,7.5,-5.0,1.3,0.0,0.0,0.0
2016,4,14,11.333333333333334,-2.3333333333333335,4.533333333333333,0.0,0.0,0.0
2016,4,15,15.166666666666668,0.33333333333333304,7.766666666666666,0.0,0.0,0.0
2016,4,16,19.0,3.0,11.0,0.0,0.0,0.0
2016,4,17,22.5,2.5,12.5,0.0,0.0,0.0
2016,4,18,24.5,4.0,14.3,0.0,0.0,0.0
2016,4,19,17.0,6.0,11.5,0.0,0.0,0.0
2016,4,20,17.5,0.5,9.0,0.0,0.0,0.0
2016,4,21,18.0,4.0,11.0,3.2,0.0,3.2
2016,4,22,18.5,11.0,14.8,0.0,0.0,0.0
2016,4,23,13.5,2.0,7.8,0.0,0.0,0.0
2016,4,24,13.5,0.0,6.8,0.4,0.0,0.4
2016,4,25,9.0,4.5,6.8,15.2,0.0,15.2
2016,4,26,6.5,1.5,4.0,0.2,0.0,0.2
2016,4,27,13.0,-1.0,6.0,0.0,0.0,0.0
2016,4,28,8.5,-1.5,3.5,0.0,0.0,0.0
2016,4,29,13.5,4.0,8.8,0.0,0.0,0.0
2016,4,30,15.5,0.5,8.0,3.6,0.0,3.6
2016,5,1,10.0,6.5,8.3,4.0,0.0,4.0
2016,5,2,14.5,5.5,10.0,0.4,0.0,0.4
2016,5,3,16.0,2.5,9.3,0.0,0.0,0.0
2016,5,4,17.0,1.5,9.3,0.0,0.0,0.0
2016,5,5,18.0,7.0,12.5,0.6,0.0,0.6
2016,5,6,23.0,5.5,14.3,0.0,0.0,0.0
2016,5,7,18.5,5.5,12.0,0.0,0.0,0.0
2016,5,8,14.0,3.5,8.8,4.8,0.0,4.8
2016,5,9,15.5,1.0,8.3,0.0,0.0,0.0
2016,5,10,17.0,3.0,10.0,0.0,0.0,0.0
2016,5,11,19.5,3.5,11.5,0.0,0.0,0.0
2016,5,12,24.5,5.0,14.8,16.8,0.0,16.8
2016,5,13,20.5,14.5,17.5,3.4,0.0,3.4
2016,5,14,14.0,8.0,11.0,1.4,0.0,1.4
2016,5,15,8.5,1.0,4.8,1.0,0.0,1.0
2016,5,16,18.0,1.0,9.5,6.2,0.0,6.2
2016,5,17,17.5,3.0,10.3,0.0,0.0,0.0
2016,5,18,18.0,3.0,10.5,0.0,0.0,0.0
2016,5,19,20.5,9.0,14.8,0.0,0.0,0.0
